,Date,Price,Open,High,Low,Vol.
109,5/29/2023,1892.61,1908.37,1925.74,1878.33,338070
108,5/30/2023,1900.59,1892.61,1915.91,1882.97,288670
107,5/31/2023,1873.63,1900.59,1906.21,1852,337870
106,6/1/2023,1861.77,1873.62,1888.07,1846.23,286980
105,6/2/2023,1907.1,1861.77,1910.01,1847.84,329160
104,6/3/2023,1892.05,1907.1,1907.9,1884.17,157100
103,6/4/2023,1890.04,1892.05,1914.12,1884.54,183070
102,6/5/2023,1811.2,1890,1890.53,1782.82,588610
101,6/6/2023,1884.17,1811.19,1895.79,1800.75,518570
100,6/7/2023,1832.1,1884.63,1893.73,1823.42,454830
99,6/8/2023,1845.68,1832.1,1860.53,1829.38,202780
98,6/9/2023,1840.41,1845.68,1854.72,1828.66,215710
97,6/10/2023,1751.56,1840.41,1844.23,1719.16,696590
96,6/11/2023,1752.8,1751.56,1775.87,1740.02,232040
95,6/12/2023,1742.6,1752.8,1757.79,1722.92,320470
94,6/13/2023,1739.6,1742.6,1763.15,1727.64,303230
93,6/14/2023,1650.96,1739.6,1749.9,1636.49,451130
92,6/15/2023,1666.96,1650.96,1678.94,1632.5,397400
91,6/16/2023,1717.92,1666.96,1728.35,1653.68,333350
90,6/17/2023,1727.79,1717.92,1764.06,1714.3,227930
89,6/18/2023,1720.98,1727.79,1746.4,1715.9,167460
88,6/19/2023,1737.06,1720.98,1748.05,1706.4,263640
87,6/20/2023,1791.61,1737.06,1793.35,1715.2,359770
86,6/21/2023,1889.87,1791.64,1899.11,1787.59,653630
85,6/22/2023,1872.32,1889.87,1931.6,1866.66,438750
84,6/23/2023,1891.97,1872.29,1932.23,1864.6,428030
83,6/24/2023,1875,1891.98,1904.04,1865.77,239370
82,6/25/2023,1898.8,1875,1929.61,1869.28,356990
81,6/26/2023,1859,1898.8,1906.07,1840.63,479760
80,6/27/2023,1889.51,1859,1911.73,1856.19,386050
79,6/28/2023,1827.95,1889.51,1890.11,1821.94,356710
78,6/29/2023,1851.92,1827.95,1878.86,1827.95,256220
77,6/30/2023,1933.8,1851.92,1943.65,1837.49,765420
76,7/1/2023,1924.53,1933.8,1943.2,1909.92,189410
75,7/2/2023,1937.57,1924.53,1958.36,1893.68,283610
74,7/3/2023,1955.56,1937.57,1974.61,1934.51,346330
73,7/4/2023,1936.19,1955.56,1966.03,1931.64,226100
72,7/5/2023,1910.43,1936.21,1942.15,1896.43,284340
71,7/6/2023,1848.36,1910.43,1957.58,1847.01,483000
70,7/7/2023,1870.92,1848.29,1877.51,1827.35,249820
69,7/8/2023,1865.28,1870.92,1873.16,1843.82,136690
68,7/9/2023,1862.91,1865.28,1878.22,1856.97,145470
67,7/10/2023,1880.42,1862.91,1903.82,1846.71,264830
66,7/11/2023,1878.33,1880.42,1889.83,1863.93,191470
65,7/12/2023,1871.86,1878.33,1901.45,1865.11,280910
64,7/13/2023,2004.77,1871.86,2010.75,1863.22,588530
63,7/14/2023,1938.05,2004.77,2025.56,1900.22,530860
62,7/15/2023,1931.42,1938.05,1946.1,1926.83,145890
61,7/16/2023,1922.45,1931.43,1942.55,1918.01,158590
60,7/17/2023,1911.24,1922.45,1935.99,1876,293540
59,7/18/2023,1897.58,1911.24,1917.21,1877.52,233000
58,7/19/2023,1888.65,1897.58,1920.48,1882.18,244920
57,7/20/2023,1891.23,1888.64,1928.36,1879.39,321920
56,7/21/2023,1891.75,1891.68,1905.57,1884.95,176390
55,7/22/2023,1866.25,1891.75,1897.03,1854.09,143130
54,7/23/2023,1888.85,1866.26,1903.95,1858.12,164310
53,7/24/2023,1850.04,1888.85,1890.78,1835.14,297130
52,7/25/2023,1857.67,1850.05,1867.36,1845.68,161060
51,7/26/2023,1872,1857.67,1886.92,1849.43,286610
50,7/27/2023,1861.32,1872,1885.87,1855.4,176210
49,7/28/2023,1874.23,1861.32,1882.23,1856.9,148920
48,7/29/2023,1880.55,1874.23,1886.26,1869.74,79760
47,7/30/2023,1861.81,1880.55,1884.33,1851.63,167770
46,7/31/2023,1856.17,1861.81,1876.03,1851.42,177970
45,8/1/2023,1874.21,1856.17,1875,1818.06,386290
44,8/2/2023,1840.21,1874.21,1879.32,1822.94,272700
43,8/3/2023,1835.98,1839.76,1858.62,1828.34,182560
42,8/4/2023,1830.24,1835.98,1849.13,1819.65,199600
41,8/5/2023,1836.48,1830.24,1838.62,1827.52,103080
40,8/6/2023,1830.28,1836.48,1838.08,1826.12,100320
39,8/7/2023,1829.11,1830.28,1846.41,1805.3,243920
38,8/8/2023,1856.24,1829.1,1871.77,1826.4,253390
37,8/9/2023,1855.36,1856.24,1870.48,1846.76,203580
36,8/10/2023,1852.46,1855.36,1865.94,1847.34,134210
35,8/11/2023,1848.88,1852.46,1857.17,1840.65,120550
34,8/12/2023,1849.94,1848.88,1853.54,1846.13,66930
33,8/13/2023,1840.73,1849.94,1861.5,1835.51,126510
32,8/14/2023,1845.51,1840.73,1856.48,1835.9,158110
31,8/15/2023,1828.98,1845.51,1847.35,1816.32,196600
30,8/16/2023,1807.81,1828.98,1831.52,1803.31,217470
29,8/17/2023,1683.89,1807.81,1809.81,1560.88,876700
28,8/18/2023,1661.26,1681.51,1698.77,1646.32,572900
27,8/19/2023,1669.67,1661.27,1693.88,1654.35,243310
26,8/20/2023,1685.24,1669.68,1692.47,1662.82,205820
25,8/21/2023,1667.6,1685.24,1686.11,1651.77,265910
24,8/22/2023,1634.29,1667.6,1669.22,1588.36,424510
23,8/23/2023,1679.93,1634.3,1697.63,1629.86,399710
22,8/24/2023,1660.89,1679.93,1683.03,1642.45,246620
21,8/25/2023,1653.74,1661.18,1676.13,1636.77,250860
20,8/26/2023,1647.05,1653.74,1655.58,1644.04,84340
19,8/27/2023,1658.33,1647.05,1660.11,1646.35,94200
18,8/28/2023,1653.22,1658.34,1660.8,1628.79,229390
17,8/29/2023,1729.69,1653.22,1742.83,1640.29,528630
16,8/30/2023,1705.22,1729.69,1730.71,1696.99,218440
15,8/31/2023,1645.82,1705.23,1723.95,1634.74,355270
14,9/1/2023,1629,1645.82,1654.39,1603.67,319190
13,9/2/2023,1637.05,1629,1644.63,1628.11,109030
12,9/3/2023,1635.85,1637.05,1645.16,1625.61,124140
11,9/4/2023,1630.51,1635.86,1643.31,1618.49,178250
10,9/5/2023,1634.46,1630.53,1647.67,1610.02,219790
9,9/6/2023,1633.18,1634.46,1667.08,1610.49,240730
8,9/7/2023,1648.09,1633.18,1658.04,1624.07,243550
7,9/8/2023,1636.45,1648.09,1657.53,1618.39,236380
